name,lat,lon,label,split
"Hot Springs, AR",34.5117,-93.0531,1,pos
"Hot Springs, VA",38.0026,-79.8333,1,pos
"Warm Springs, VA",38.0521,-79.7842,1,pos
"Healing Springs, VA",37.8762,-79.8245,1,pos
"Falling Spring, VA",37.8589,-79.9375,1,pos
"Berkeley Springs, WV",39.6262,-78.2278,1,pos
"Capon Springs, WV",39.2906,-78.4533,1,pos
"Sweet Springs, WV",37.6217,-80.2437,1,pos
"Sulphur Spring, WV",37.79,-80.305,1,pos
"Bedford Springs, PA",40.0049,-78.5023,1,pos
"Minnequa Spring, PA",41.7156,-76.7811,1,pos
"Warm Springs, GA",32.8893,-84.681,1,pos
"Hot Springs, NC",35.8915,-82.8298,1,pos
"Lithia Springs, GA",33.7959,-84.6608,1,pos
"Catawba Springs, NC",35.545,-81.23,1,pos
"Lebanon Springs, NY",42.4673,-73.3937,1,pos
"Saratoga Springs, NY",43.0831,-73.7846,1,pos
"Ballston Spa, NY",43.0006,-73.8487,1,pos
"Sharon Springs, NY",42.7945,-74.6151,1,pos
"Stafford Springs, CT",41.954,-72.3015,1,pos
"Warm Mineral Spr, FL",27.0593,-82.2604,1,pos
"Excelsior Springs, MO",39.3393,-94.2261,1,pos
"Magnetic Springs, OH",40.3989,-83.2588,1,pos
"Ringer Hot Springs, KY",37.1583,-83.1842,1,pos
"Thomson Spring, TN",35.6531,-85.7721,1,pos
,43.574945165343124,-70.12173338672886,0,neg
,35.53308255404926,-97.95800543117834,0,neg
,45.60635007787318,-78.6024898796391,0,neg
,41.73683269742473,-73.67894046288637,0,neg
,27.26025634930359,-94.53077001703679,0,neg
,48.414936439282144,-93.05653491556362,0,neg
,43.26735284776847,-68.27732009898874,0,neg
,43.86554332664689,-93.4744862075383,0,neg
,28.074727184213103,-87.52154620359828,0,neg
,47.242359732366445,-75.07152088826474,0,neg
,44.74627871849992,-89.38055148794372,0,neg
,35.64194077185594,-72.93547152109359,0,neg
,38.31003488838003,-102.84499207596357,0,neg
,26.531614146500207,-82.43797496599332,0,neg
,44.86314812782197,-67.21320019171438,0,neg
,48.29675258547768,-73.84213348798465,0,neg
,46.434906911732746,-99.79448781729809,0,neg
,43.681203929770284,-88.7715524646798,0,neg
,29.67132898844722,-76.10527117732408,0,neg
,36.20130408944882,-89.62444449737099,0,neg
,28.702947809621147,-95.96215021372285,0,neg
,41.39317487781891,-88.2382436710602,0,neg
,42.874291741787616,-85.74098530698792,0,neg
,48.220233578421045,-71.9746809586235,0,neg
,33.89103294483685,-78.14552963744194,0,neg
,36.269339470619386,-67.61246182470734,0,neg
,29.547312618022858,-88.17363614916495,0,neg
,28.11811612805132,-88.47924148303139,0,neg
,36.41691822942241,-69.75950916187077,0,neg
,41.07553587238025,-76.7266511330968,0,neg
,35.491646052935934,-75.83536702414716,0,neg
,44.9842767053881,-99.47963209196405,0,neg
,41.806362448053974,-86.14366939503097,0,neg
,44.974235233484826,-96.32649017911052,0,neg
,44.314344579923244,-86.30218802333646,0,neg
,31.91987449432586,-74.34182388546864,0,neg
,41.37989209539941,-70.32622390994263,0,neg
,28.354059606623437,-74.10205820961883,0,neg
,29.7977968594026,-93.42288858562006,0,neg
,25.17669447402413,-93.1311618272101,0,neg
,43.88618506005132,-93.82977939577117,0,neg
,41.92396908703204,-69.0232587482664,0,neg
,43.73749674452723,-88.5262792663455,0,neg
,36.013978612920155,-94.91117891634855,0,neg
,38.64978870286945,-72.51984218170324,0,neg
,28.35512795506378,-88.62896910431954,0,neg
,38.56566655554853,-74.81541012981793,0,neg
,40.23323968001418,-69.97375878641888,0,neg
,38.285905615791904,-72.36410367812208,0,neg
,38.420971857889924,-72.45829285380108,0,neg
,35.481217341576695,-71.77275257862699,0,neg
,30.1500321476687,-91.99119176541157,0,neg
,34.80468744939127,-80.71901027775307,0,neg
,45.48167375843599,-75.64119218677372,0,neg
,30.614547660768178,-98.38144269359967,0,neg
,26.399265800537584,-74.88981923731427,0,neg
,31.753213408527916,-69.21358747740163,0,neg
,32.04625018640041,-76.77850123312928,0,neg
,40.88599635344548,-87.11598105469992,0,neg
,38.36877165619068,-71.4395870049387,0,neg
,43.81355701855392,-84.01152531738788,0,neg
,40.9435249678573,-76.18824659859685,0,neg
,34.75328467456169,-73.46178602109025,0,neg
,44.53648923198483,-76.02329697883579,0,neg
,29.007350077784892,-92.63722446226646,0,neg
,27.161148658615403,-94.41981294296583,0,neg
,42.336624414314805,-84.89650226870728,0,neg
,36.0850535260333,-84.81003079744855,0,neg
,28.870522696806443,-82.02480342467665,0,neg
,37.02507460248073,-88.77633384827593,0,neg
,28.655490465116042,-74.671910267799,0,neg
,41.711689001865665,-70.12646498750053,0,neg
,35.70775061377674,-94.11789807473903,0,neg
,34.14450942631558,-76.48516416273203,0,neg
,32.236290139549034,-78.59301330837839,0,neg
,40.12678223485332,-84.16874202594467,0,neg
,33.683502653281366,-96.21291158053023,0,neg
,27.103598063586425,-74.37163869102245,0,neg
,27.832141650892368,-68.41745371736202,0,neg
,48.08554394918835,-77.01389203958992,0,neg
,46.80593657698257,-69.95704012147357,0,neg
,41.79297121145799,-67.569330461872,0,neg
,48.26023305634537,-80.02395209465188,0,neg
,43.69002169517907,-85.93842144502919,0,neg
,42.205364539815896,-67.48136511292373,0,neg
,31.533797484283816,-88.15450308529992,0,neg
,27.31338309168398,-71.4805943970195,0,neg
,46.662457517052204,-92.77415282104545,0,neg
,35.93863095600666,-74.63945737700058,0,neg
,29.856720755085526,-89.21980613991079,0,neg
,32.34295897961566,-67.72077256395431,0,neg
,38.9012696546055,-71.19292588874653,0,neg
,29.24254679054156,-92.15246712414584,0,neg
,45.55874281821701,-75.27304791263721,0,neg
,43.20446871604504,-90.87316442200233,0,neg
,42.267110942822484,-81.17093775224073,0,neg
,35.370232954602486,-79.2946923378415,0,neg
,39.01835125390565,-102.11976972824746,0,neg
,27.026663707357336,-77.37095881881116,0,neg
,34.97937765209463,-82.71316346909666,0,neg
,25.99874017268542,-85.15821718475885,0,neg
,36.85577966186845,-101.0124415585127,0,neg
,28.468580532785126,-71.85639165121665,0,neg
,39.10346973226509,-88.72829552686676,0,neg
,29.094231244885265,-68.97466164385219,0,neg
,47.202882841043134,-101.16829355637947,0,neg
,38.94546735280948,-76.01059296239308,0,neg
,39.181971795554006,-71.80208204246779,0,neg
,25.54729290471274,-76.14155275746286,0,neg
,48.00542111779469,-71.11461384909893,0,neg
,36.575282486629604,-95.22670754447442,0,neg
,43.78564545400687,-83.87346082653022,0,neg
,26.985519998138525,-74.94628203130718,0,neg
,36.67979994011585,-94.15480925218068,0,neg
,36.77696786450851,-94.6931330103802,0,neg
